"region","specie","eez","major"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",17,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",172,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",220,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",221,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",236,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",8,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",10,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",12,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",189,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",11,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",212,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",18,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",196,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",203,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",123,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",124,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",125,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",126,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",190,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",209,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",210,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",15,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",173,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",197,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",198,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",5,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",6,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",7,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",9,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",155,"71"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",177,"71"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",123,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",191,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",114,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",115,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",121,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",3,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",5,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",198,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",190,"81"
"Southwest Pacific between 10°S and 30°S","Istiophorus audax",4,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",123,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",191,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",114,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",115,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",121,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",3,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",5,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",198,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",190,"81"
"Southwest Pacific between 10°S and 30°S","Kajikia audax",4,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",123,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",191,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",114,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",115,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",121,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",3,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",5,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",198,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",190,"81"
"Southwest Pacific between 10°S and 30°S","Makaira zelandica",4,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",13,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",14,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",16,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",17,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",172,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",220,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",221,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",236,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",8,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",10,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",12,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",189,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",11,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",212,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",18,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",196,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",203,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",123,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",124,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",125,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",126,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",190,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",209,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",210,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",15,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",173,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",197,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",198,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",5,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",6,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",7,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",9,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",155,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",177,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",13,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",14,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",16,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",17,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",172,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",220,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",221,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",236,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",8,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",10,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",12,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",189,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",11,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",212,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",18,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",196,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",203,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",123,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",124,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",125,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",126,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",190,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",209,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",210,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",15,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",173,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",197,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",198,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",5,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",6,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",7,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",9,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",155,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",177,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",13,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",14,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",16,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",17,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",172,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",220,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",221,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",236,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",8,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",10,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",12,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",189,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",11,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",212,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",18,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",196,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",203,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",123,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",124,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",125,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",126,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",190,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",209,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",210,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",15,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",173,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",197,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",198,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",5,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",6,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",7,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",9,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",155,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",177,"71"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",123,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",191,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",114,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",115,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",121,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",3,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",5,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",198,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",190,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Istiophorus audax",4,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",123,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",191,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",114,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",115,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",121,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",3,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",5,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",198,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",190,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Kajikia audax",4,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",123,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",191,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",114,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",115,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",121,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",3,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",5,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",198,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",190,"81"
"Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Makaira zelandica",4,"81"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",128,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",207,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",211,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",11,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",12,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",13,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",14,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",16,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",161,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",189,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",201,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",203,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",204,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",208,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",213,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",222,"61"
"tropical and subtropical waters of the Pacific","Istiophorus platypterus",223,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",128,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",207,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",211,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",11,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",12,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",13,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",14,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",16,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",161,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",189,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",201,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",203,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",204,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",208,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",213,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",222,"61"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",223,"61"
"tropical and subtropical waters of the Pacific","Scomber gladius",128,"61"
"tropical and subtropical waters of the Pacific","Scomber gladius",207,"61"
"tropical and subtropical waters of the Pacific","Scomber gladius",211,"61"
"tropical and subtropical waters of the Pacific","Scomber gladius",11,"61"
